Location,Crop Type,Season,Rainfall (mm),Temperature (°C),Soil pH,Nitrogen (kg/ha),Phosphorus (kg/ha),Potassium (kg/ha),Yield (tonnes/ha)
Delhi,Potato,Whole Year ,698.05,26.2,6.23,66.29,45.7,59.83,249.99
Delhi,Rice,Kharif     ,698.05,26.2,7.1,76.91,51.21,53.41,2.79
Delhi,Sugarcane,Whole Year ,698.05,26.2,7.03,69.54,44.81,49.07,75.33
Delhi,Wheat,Rabi       ,698.05,26.2,7.03,76.61,52.56,61.02,4.34
Jammu and Kashmir,Maize,Kharif     ,557.76,9.04,7.38,70.05,50.24,47.46,1.507
Jammu and Kashmir,Potato,Kharif     ,557.76,9.04,5.85,81.31,51.11,62.34,6.574615385
Jammu and Kashmir,Potato,Rabi       ,557.76,9.04,6.5,64.9,41.39,48.89,12.63666667
Jammu and Kashmir,Rice,Kharif     ,557.76,9.04,7.01,80.3,54.88,57.33,1.859
Jammu and Kashmir,Sugarcane,Kharif     ,557.76,9.04,6.4,79.23,47.82,58.89,1.5
Jammu and Kashmir,Wheat,Rabi       ,557.76,9.04,5.85,67.5,49.92,62.94,1.167142857
Delhi,Maize,Kharif     ,1021.53,25.88,6.71,81.43,51.19,54.86,21.95
Delhi,Potato,Whole Year ,1021.53,25.88,7.25,82.67,47.21,48.42,311.02
Delhi,Rice,Kharif     ,1021.53,25.88,6.39,83.62,54.8,52.65,2.79
Delhi,Sugarcane,Whole Year ,1021.53,25.88,6.66,78.06,52.44,48.21,75.33
Delhi,Wheat,Rabi       ,1021.53,25.88,6.04,74.92,52.84,60.68,4.34
Delhi,Maize,Kharif     ,806.99,24.75,6.93,83.99,46.96,62.26,22.18
Delhi,Potato,Whole Year ,806.99,24.75,5.59,78.91,52.13,60.68,311.0
Delhi,Rice,Kharif     ,806.99,24.75,6.03,65.66,47.29,48.07,2.79
Delhi,Sugarcane,Whole Year ,806.99,24.75,7.28,84.58,40.45,47.9,75.33
Delhi,Wheat,Rabi       ,806.99,24.75,5.57,82.34,47.15,57.43,4.34
Jammu and Kashmir,Maize,Kharif     ,671.58,8.99,7.0,83.84,52.26,54.77,1.4925
Jammu and Kashmir,Potato,Kharif     ,671.58,8.99,7.39,74.67,52.34,55.28,7.66125
Jammu and Kashmir,Potato,Rabi       ,671.58,8.99,6.97,81.16,43.0,62.84,11.048
Jammu and Kashmir,Rice,Kharif     ,671.58,8.99,6.93,84.15,44.34,51.19,2.0225
Jammu and Kashmir,Sugarcane,Kharif     ,671.58,8.99,5.57,87.26,47.08,50.1,1.5
Jammu and Kashmir,Wheat,Rabi       ,671.58,8.99,5.53,86.31,43.19,57.99,1.423571429
Delhi,Maize,Kharif     ,672.75,25.2,6.22,71.79,45.79,49.6,22.38
Delhi,Potato,Whole Year ,672.75,25.2,6.33,67.49,47.32,62.83,21.27
Delhi,Rice,Kharif     ,672.75,25.2,7.1,78.68,40.94,54.16,3.26
Delhi,Sugarcane,Whole Year ,672.75,25.2,7.32,89.27,45.87,63.53,75.33
Delhi,Wheat,Rabi       ,672.75,25.2,5.75,76.54,45.37,63.58,4.36
Jammu and Kashmir,Maize,Kharif     ,595.6,8.4,7.4,71.42,48.48,59.7,1.407
Jammu and Kashmir,Potato,Kharif     ,595.6,8.4,5.74,76.82,41.62,52.99,10.75
Jammu and Kashmir,Potato,Rabi       ,595.6,8.4,7.26,74.6,44.53,48.81,12.59
Jammu and Kashmir,Rice,Kharif     ,595.6,8.4,6.2,80.5,43.99,59.39,1.8875
Jammu and Kashmir,Sugarcane,Kharif     ,595.6,8.4,7.21,89.42,46.64,60.89,1.495
Jammu and Kashmir,Wheat,Rabi       ,595.6,8.4,7.24,83.26,49.26,62.72,1.328461538
Puducherry,Rice,Kharif     ,945.7,28.05,7.39,74.42,46.57,58.62,3.076666667
Puducherry,Rice,Rabi       ,945.7,28.05,5.88,73.64,52.43,60.85,3.233333333
Puducherry,Rice,Summer     ,945.7,28.05,5.96,69.3,42.05,53.89,2.54
Puducherry,Sugarcane,Kharif     ,945.7,28.05,5.66,89.59,51.49,51.43,150.23
Delhi,Maize,Kharif     ,1166.19,24.34,5.94,66.75,46.36,54.42,22.38
Delhi,Potato,Whole Year ,1166.19,24.34,6.12,82.73,47.98,49.89,21.27
Delhi,Rice,Kharif     ,1166.19,24.34,6.4,86.07,45.04,59.26,3.26
Delhi,Sugarcane,Whole Year ,1166.19,24.34,6.33,68.26,45.04,55.64,75.33
Delhi,Wheat,Rabi       ,1166.19,24.34,6.4,82.03,54.79,57.03,4.45
Puducherry,Rice,Kharif     ,972.61,28.11,6.42,87.21,47.12,53.85,2.696666667
Puducherry,Rice,Rabi       ,972.61,28.11,5.73,70.82,46.08,54.21,3.78
Puducherry,Rice,Summer     ,972.61,28.11,5.62,82.08,41.91,63.12,3.41
Puducherry,Sugarcane,Kharif     ,972.61,28.11,6.96,87.55,48.85,56.55,150.23
Delhi,Maize,Kharif     ,589.95,25.44,7.25,69.9,41.37,59.26,22.37
Delhi,Potato,Whole Year ,589.95,25.44,6.81,78.24,51.59,59.31,21.27
Delhi,Rice,Kharif     ,589.95,25.44,6.93,81.52,50.08,62.29,2.86
Delhi,Wheat,Rabi       ,589.95,25.44,5.83,90.09,49.2,50.46,4.42
Jammu and Kashmir,Maize,Kharif     ,817.82,8.7,7.05,86.98,51.02,49.14,1.048421053
Jammu and Kashmir,Potato,Kharif     ,817.82,8.7,7.04,80.33,41.46,48.14,8.44625
Jammu and Kashmir,Rice,Kharif     ,817.82,8.7,5.82,76.98,45.27,48.53,1.098947368
Jammu and Kashmir,Sugarcane,Kharif     ,817.82,8.7,5.93,74.55,53.06,49.74,1.5
Puducherry,Rice,Kharif     ,1061.01,28.1,6.1,85.92,42.09,58.14,2.936666667
Puducherry,Rice,Rabi       ,1061.01,28.1,6.06,76.08,51.44,53.54,3.506666667
Puducherry,Rice,Summer     ,1061.01,28.1,6.77,79.69,54.65,48.89,3.62
Puducherry,Sugarcane,Kharif     ,1061.01,28.1,6.15,75.76,49.58,58.04,165.0
Delhi,Maize,Kharif     ,771.59,25.34,6.29,72.82,48.98,57.68,5.12
Delhi,Rice,Kharif     ,771.59,25.34,5.64,79.95,41.92,48.34,2.86
Delhi,Wheat,Rabi       ,771.59,25.34,5.93,87.13,41.78,59.1,4.38
Jammu and Kashmir,Maize,Kharif     ,1254.78,8.76,7.47,73.14,42.46,49.54,1.5905
Jammu and Kashmir,Potato,Kharif     ,1254.78,8.76,5.98,69.44,43.22,53.43,5.697333333
Jammu and Kashmir,Potato,Rabi       ,1254.78,8.76,5.58,85.1,51.76,49.59,10.39166667
Jammu and Kashmir,Rice,Kharif     ,1254.78,8.76,5.55,82.99,52.04,59.45,2.05
Jammu and Kashmir,Sugarcane,Kharif     ,1254.78,8.76,6.35,71.18,40.78,62.02,1.5
Jammu and Kashmir,Wheat,Rabi       ,1254.78,8.76,7.28,72.95,49.92,52.52,1.332857143
Delhi,Maize,Kharif     ,677.81,26.27,6.93,89.09,51.46,57.04,5.12
Delhi,Rice,Kharif     ,677.81,26.27,6.77,76.86,54.05,62.5,2.89
Delhi,Wheat,Rabi       ,677.81,26.27,6.37,84.38,44.94,54.1,4.44
Jammu and Kashmir,Maize,Kharif     ,747.32,10.36,5.67,72.32,52.33,52.83,1.6325
Jammu and Kashmir,Potato,Kharif     ,747.32,10.36,5.75,65.78,45.69,51.04,7.245
Jammu and Kashmir,Potato,Rabi       ,747.32,10.36,6.66,83.08,42.53,54.71,11.46928571
Jammu and Kashmir,Rice,Kharif     ,747.32,10.36,7.11,69.24,51.95,60.36,2.0255
Jammu and Kashmir,Sugarcane,Kharif     ,747.32,10.36,5.78,67.51,46.18,49.68,1.5
Jammu and Kashmir,Wheat,Rabi       ,747.32,10.36,6.86,74.46,52.31,54.32,1.416428571
Delhi,Maize,Kharif     ,672.17,25.82,7.2,82.06,50.44,60.95,4.83
Delhi,Rice,Kharif     ,672.17,25.82,6.43,82.29,51.3,54.05,2.88
Delhi,Wheat,Rabi       ,672.17,25.82,6.24,90.33,52.47,49.23,4.24
Jammu and Kashmir,Maize,Kharif     ,1041.73,8.95,5.62,74.52,49.67,51.63,1.534
Jammu and Kashmir,Potato,Kharif     ,1041.73,8.95,6.09,77.76,42.25,53.91,11.97529412
Jammu and Kashmir,Potato,Rabi       ,1041.73,8.95,5.81,64.37,48.9,59.97,12.108
Jammu and Kashmir,Rice,Kharif     ,1041.73,8.95,6.48,64.91,42.09,51.4,2.31
Jammu and Kashmir,Wheat,Rabi       ,1041.73,8.95,6.03,81.59,45.31,50.01,1.645
Delhi,Maize,Kharif     ,846.08,25.45,6.04,77.6,43.18,58.96,5.1
Delhi,Rice,Kharif     ,846.08,25.45,6.34,85.61,53.51,59.11,2.88
Delhi,Wheat,Rabi       ,846.08,25.45,6.7,87.44,41.65,47.46,4.31
Jammu and Kashmir,Maize,Kharif     ,814.65,9.45,5.9,74.04,51.04,58.7,1.949
Jammu and Kashmir,Potato,Kharif     ,814.65,9.45,6.88,70.06,47.38,49.29,13.186875
Jammu and Kashmir,Potato,Rabi       ,814.65,9.45,6.26,71.52,45.86,48.66,12.05
Jammu and Kashmir,Rice,Kharif     ,814.65,9.45,6.04,68.01,44.71,49.15,2.35
Jammu and Kashmir,Wheat,Rabi       ,814.65,9.45,7.04,67.33,45.0,63.01,1.687142857
Delhi,Maize,Kharif     ,618.71,25.47,6.94,85.63,50.55,57.08,5.1
Delhi,Rice,Kharif     ,618.71,25.47,7.21,85.03,44.62,50.32,3.01
Delhi,Wheat,Rabi       ,618.71,25.47,5.75,77.21,53.55,62.01,4.31
Jammu and Kashmir,Maize,Kharif     ,1323.46,7.64,6.42,69.3,40.61,48.51,1.8985
Jammu and Kashmir,Potato,Kharif     ,1323.46,7.64,6.87,71.26,54.0,62.0,11.211875
Jammu and Kashmir,Potato,Rabi       ,1323.46,7.64,6.79,75.43,53.66,47.87,8.391666667
Jammu and Kashmir,Rice,Kharif     ,1323.46,7.64,7.47,69.69,48.72,63.49,2.0755
Jammu and Kashmir,Sugarcane,Whole Year ,1323.46,7.64,6.49,85.26,50.64,47.38,1.915
Jammu and Kashmir,Wheat,Rabi       ,1323.46,7.64,6.74,88.58,44.5,52.16,1.6575
Manipur,Maize,Kharif     ,1143.54,19.88,6.04,90.23,42.74,52.26,4.25
Manipur,Rice,Kharif     ,1143.54,19.88,7.0,73.91,41.69,61.92,2.075555556
Manipur,Sugarcane,Whole Year ,1143.54,19.88,6.21,83.22,53.57,60.58,0.29
Manipur,Maize,Autumn     ,1138.92,20.69,5.98,76.08,49.46,58.55,2.84
Manipur,Potato,Autumn     ,1138.92,20.69,6.53,79.86,53.32,49.43,5.206666667
Manipur,Potato,Rabi       ,1138.92,20.69,6.55,86.38,53.26,50.13,5.256666667
Manipur,Potato,Winter     ,1138.92,20.69,7.28,78.32,46.02,47.34,5.205714286
Manipur,Rice,Autumn     ,1138.92,20.69,6.29,68.8,50.54,54.71,2.094444444
Manipur,Rice,Winter     ,1138.92,20.69,6.19,75.6,43.85,63.41,2.2175
Manipur,Sugarcane,Autumn     ,1138.92,20.69,6.38,70.42,53.64,50.14,32.65666667
Manipur,Sugarcane,Rabi       ,1138.92,20.69,5.76,66.99,44.21,49.31,33.0
Manipur,Sugarcane,Summer     ,1138.92,20.69,7.2,75.69,44.03,53.38,32.64
Manipur,Sugarcane,Winter     ,1138.92,20.69,6.42,72.15,49.04,52.24,32.845
Manipur,Maize,Kharif     ,939.9,21.24,5.91,89.23,51.42,60.77,2.254
Manipur,Potato,Whole Year ,939.9,21.24,5.57,73.96,47.32,54.57,5.198888889
Manipur,Rice,Kharif     ,939.9,21.24,5.76,73.92,49.03,49.44,2.171111111
Manipur,Sugarcane,Whole Year ,939.9,21.24,6.48,88.16,53.33,55.29,32.7475
Manipur,Maize,Kharif     ,881.03,20.53,7.27,88.8,45.86,60.69,2.55
Manipur,Potato,Whole Year ,881.03,20.53,5.97,67.31,43.11,56.1,5.198888889
Manipur,Rice,Kharif     ,881.03,20.53,5.8,72.66,48.15,63.02,2.26
Manipur,Sugarcane,Whole Year ,881.03,20.53,6.69,81.57,47.66,53.61,32.57571429
Manipur,Maize,Kharif     ,746.54,21.19,5.63,84.55,48.82,55.76,2.0125
Manipur,Rice,Kharif     ,746.54,21.19,6.6,87.05,44.09,61.18,2.234444444
Manipur,Maize,Kharif     ,1116.15,20.75,6.23,71.33,48.16,58.44,2.2
Manipur,Potato,Whole Year ,1116.15,20.75,6.24,80.87,42.99,53.03,5.20375
Manipur,Rice,Kharif     ,1116.15,20.75,7.26,76.15,49.16,62.52,2.034444444
Manipur,Sugarcane,Whole Year ,1116.15,20.75,5.69,86.62,52.37,63.21,32.65666667
Manipur,Maize,Kharif     ,1147.94,20.24,6.39,82.65,50.44,60.1,2.5225
Manipur,Potato,Whole Year ,1147.94,20.24,7.44,68.46,46.1,62.11,5.2175
Manipur,Rice,Kharif     ,1147.94,20.24,5.82,68.89,44.59,49.5,2.327777778
Manipur,Sugarcane,Whole Year ,1147.94,20.24,6.2,80.66,49.09,60.59,32.67
Puducherry,Rice,Autumn     ,1307.68,27.67,6.22,83.46,50.82,54.51,2.76
Puducherry,Rice,Summer     ,1307.68,27.67,7.3,81.45,47.76,58.65,2.73
Puducherry,Rice,Winter     ,1307.68,27.67,6.05,69.69,47.57,56.05,2.803333333
Puducherry,Sugarcane,Whole Year ,1307.68,27.67,5.56,88.68,45.03,49.29,63.66
Manipur,Maize,Kharif     ,1151.48,20.79,6.17,81.33,45.83,57.09,2.56
Manipur,Potato,Whole Year ,1151.48,20.79,6.65,82.5,48.64,58.9,5.2
Manipur,Rice,Kharif     ,1151.48,20.79,6.33,74.71,54.17,56.15,2.238888889
Manipur,Sugarcane,Whole Year ,1151.48,20.79,5.56,87.03,44.09,52.12,32.75
Puducherry,Rice,Autumn     ,1606.86,28.11,7.23,78.18,47.42,62.04,2.57
Puducherry,Rice,Summer     ,1606.86,28.11,6.1,80.34,47.27,52.28,1.845
Puducherry,Rice,Winter     ,1606.86,28.11,6.18,85.42,40.74,53.57,2.89
Puducherry,Sugarcane,Whole Year ,1606.86,28.11,6.27,87.62,45.8,47.45,109.13
Manipur,Maize,Kharif     ,891.77,21.21,6.99,68.48,45.69,48.25,2.48
Manipur,Potato,Summer     ,891.77,21.21,7.47,65.29,45.77,56.51,5.22
Manipur,Potato,Whole Year ,891.77,21.21,5.9,81.0,43.79,47.52,5.23125
Manipur,Rice,Kharif     ,891.77,21.21,5.99,68.99,42.07,62.51,2.276666667
Manipur,Sugarcane,Summer     ,891.77,21.21,6.34,86.05,53.84,62.78,33.0
Manipur,Sugarcane,Whole Year ,891.77,21.21,6.98,77.13,42.36,48.96,32.66666667
Manipur,Maize,Kharif     ,1350.9,20.15,5.72,89.89,47.1,47.01,2.8025
Manipur,Potato,Whole Year ,1350.9,20.15,7.23,65.15,46.53,58.2,5.191111111
Manipur,Rice,Kharif     ,1350.9,20.15,7.24,71.57,43.74,62.88,2.378888889
Manipur,Sugarcane,Whole Year ,1350.9,20.15,7.49,81.38,43.41,49.02,32.61666667
Sikkim,Maize,Kharif     ,788.56,6.26,6.71,73.25,46.48,47.21,1.425
Sikkim,Maize,Whole Year ,788.56,6.26,5.63,86.64,44.37,53.26,0.7875
Sikkim,Rice,Kharif     ,788.56,6.26,7.44,86.2,45.89,59.32,1.365
Sikkim,Wheat,Rabi       ,788.56,6.26,6.73,82.63,48.75,60.5,1.755
Sikkim,Maize,Kharif     ,860.21,7.64,6.12,89.66,42.76,50.88,0.937142857
Sikkim,Rice,Kharif     ,860.21,7.64,5.98,70.74,40.7,47.18,1.3775
Sikkim,Wheat,Rabi       ,860.21,7.64,6.97,74.72,53.54,59.01,0.79
Sikkim,Maize,Kharif     ,832.0,7.91,7.01,81.8,40.91,51.7,1.355
Sikkim,Rice,Kharif     ,832.0,7.91,7.01,76.04,45.98,52.95,1.465
Sikkim,Wheat,Rabi       ,832.0,7.91,6.4,67.4,48.5,57.72,1.5725
Sikkim,Maize,Kharif     ,709.04,6.98,5.88,70.22,52.24,57.32,1.49
Sikkim,Rice,Kharif     ,709.04,6.98,6.74,82.1,53.75,50.61,1.4225
Sikkim,Wheat,Rabi       ,709.04,6.98,5.99,89.12,51.98,59.83,1.3725
Sikkim,Maize,Kharif     ,800.67,7.51,5.85,88.84,47.2,53.69,1.405
Sikkim,Maize,Whole Year ,800.67,7.51,5.68,86.82,47.99,51.51,0.5
Sikkim,Rice,Kharif     ,800.67,7.51,7.06,68.27,41.75,51.45,1.4275
Sikkim,Wheat,Rabi       ,800.67,7.51,6.2,74.47,55.69,61.89,1.12
Sikkim,Maize,Kharif     ,740.4,7.24,6.28,86.67,47.34,47.35,1.415
Sikkim,Maize,Whole Year ,740.4,7.24,7.12,81.32,50.75,47.38,0.5
Sikkim,Potato,Whole Year ,740.4,7.24,7.09,76.37,41.39,54.04,5.1
Sikkim,Rice,Kharif     ,740.4,7.24,6.48,83.35,42.98,56.62,1.4325
Sikkim,Wheat,Rabi       ,740.4,7.24,6.52,84.15,46.96,57.96,1.2075
Sikkim,Maize,Kharif     ,793.29,7.28,5.65,90.02,44.2,46.74,1.5375
Sikkim,Potato,Whole Year ,793.29,7.28,6.78,65.48,48.4,56.67,4.455
Sikkim,Rice,Kharif     ,793.29,7.28,6.37,77.58,46.3,53.7,1.4275
Sikkim,Wheat,Rabi       ,793.29,7.28,6.17,69.05,52.4,50.27,1.21
Sikkim,Maize,Kharif     ,788.07,7.27,5.89,68.47,41.74,61.53,1.635
Sikkim,Rice,Kharif     ,788.07,7.27,6.54,73.85,51.3,54.28,4.7875
Sikkim,Wheat,Rabi       ,788.07,7.27,6.92,89.32,46.42,54.94,1.39
Sikkim,Maize,Kharif     ,854.12,7.37,7.25,70.2,50.35,50.21,5.21
Sikkim,Rice,Kharif     ,854.12,7.37,6.07,76.95,43.11,51.68,5.3425
Sikkim,Wheat,Rabi       ,854.12,7.37,7.41,69.51,47.41,59.62,1.5525
Sikkim,Maize,Kharif     ,761.88,7.82,6.6,72.21,42.37,53.15,1.605
Sikkim,Rice,Kharif     ,761.88,7.82,5.87,81.83,51.79,62.02,4.84
Sikkim,Wheat,Rabi       ,761.88,7.82,6.76,79.42,53.77,62.57,1.57
Sikkim,Maize,Kharif     ,914.37,7.57,6.44,84.79,45.79,52.86,1.415
Sikkim,Rice,Kharif     ,914.37,7.57,6.54,84.83,53.12,62.29,1.5475
Sikkim,Wheat,Rabi       ,914.37,7.57,6.53,71.12,54.4,60.4,1.0
Sikkim,Maize,Kharif     ,876.35,7.31,7.41,74.42,46.22,57.73,1.8
Sikkim,Rice,Kharif     ,876.35,7.31,7.13,72.91,54.15,52.74,1.5925
Sikkim,Wheat,Rabi       ,876.35,7.31,5.91,80.69,45.28,55.79,0.8825
Sikkim,Maize,Kharif     ,924.82,7.76,7.39,89.64,48.62,50.99,1.5875
Sikkim,Rice,Kharif     ,924.82,7.76,7.36,78.83,51.18,63.11,1.595
Sikkim,Wheat,Rabi       ,924.82,7.76,6.36,87.51,46.13,52.68,0.93
Sikkim,Maize,Kharif     ,1155.04,7.81,5.82,74.63,42.64,52.59,5.2675
Sikkim,Rice,Kharif     ,1155.04,7.81,7.25,83.42,46.23,60.2,1.6225
Sikkim,Wheat,Rabi       ,1155.04,7.81,6.87,70.98,45.87,58.03,1.03
Sikkim,Maize,Kharif     ,1064.45,7.15,5.8,85.51,41.54,58.61,1.6125
Sikkim,Rice,Kharif     ,1064.45,7.15,6.59,71.76,49.18,55.42,1.6225
Sikkim,Wheat,Rabi       ,1064.45,7.15,6.49,74.67,52.8,57.57,1.065
Sikkim,Maize,Kharif     ,887.94,7.07,6.49,88.05,51.83,49.69,1.66
Sikkim,Rice,Kharif     ,887.94,7.07,7.21,76.4,54.18,60.78,1.7175
Sikkim,Wheat,Rabi       ,887.94,7.07,7.37,67.88,49.5,56.73,1.0475
Jammu and Kashmir,Potato,Rabi       ,733.16,9.43,6.27,77.52,45.04,55.97,12.0475
Jammu and Kashmir,Wheat,Rabi       ,733.16,9.43,6.34,78.96,50.4,59.1,1.27
Sikkim,Maize,Kharif     ,1122.24,7.49,6.16,76.57,45.2,52.83,1.685
Sikkim,Rice,Kharif     ,1122.24,7.49,6.42,85.29,54.66,57.11,1.76
Sikkim,Wheat,Rabi       ,1122.24,7.49,6.63,77.65,42.99,57.49,1.03
Sikkim,Maize,Kharif     ,900.55,7.61,6.36,74.96,50.28,53.33,1.69
Sikkim,Rice,Kharif     ,900.55,7.61,6.54,78.06,51.54,51.34,1.76
Sikkim,Wheat,Rabi       ,900.55,7.61,6.86,72.17,43.62,62.19,1.05
Sikkim,Maize,Kharif     ,951.55,7.55,7.27,81.77,44.6,54.13,1.72
Sikkim,Rice,Kharif     ,951.55,7.55,5.9,66.3,44.93,63.04,1.7925
Sikkim,Wheat,Rabi       ,951.55,7.55,6.91,86.26,42.08,59.16,1.0375
Sikkim,Maize,Kharif     ,1613.4,7.94,6.67,79.72,49.7,55.89,1.73
Sikkim,Rice,Kharif     ,1613.4,7.94,7.2,78.76,54.44,52.35,1.8075
Sikkim,Wheat,Rabi       ,1613.4,7.94,5.57,73.16,51.62,63.65,1.046666667
Sikkim,Maize,Kharif     ,1475.83,7.76,6.75,71.34,47.99,61.17,1.7325
Sikkim,Rice,Kharif     ,1475.83,7.76,6.98,87.48,42.71,48.86,1.815
Sikkim,Wheat,Rabi       ,1475.83,7.76,5.64,79.64,49.81,59.16,1.03
Sikkim,Maize,Kharif     ,1519.09,7.2,6.41,75.61,49.85,63.01,1.7325
Sikkim,Rice,Kharif     ,1519.09,7.2,7.44,76.85,52.42,61.26,1.82
Sikkim,Wheat,Rabi       ,1519.09,7.2,6.99,70.14,52.48,52.07,1.04
Sikkim,Maize,Kharif     ,1606.09,7.21,6.74,87.79,52.82,57.22,1.735
Sikkim,Rice,Kharif     ,1606.09,7.21,6.55,85.34,44.08,54.36,1.8225
Sikkim,Wheat,Rabi       ,1606.09,7.21,7.1,69.43,53.24,47.86,1.035
Goa,Rice,Kharif     ,1568.21,27.38,5.83,70.35,53.76,52.24,2.75
Goa,Sugarcane,Whole Year ,1568.21,27.38,6.79,75.73,48.0,57.44,52.75
Goa,Rice,Kharif     ,2305.82,27.19,6.48,69.4,54.36,50.31,2.81
Goa,Sugarcane,Whole Year ,2305.82,27.19,7.33,84.26,53.2,57.49,53.16
Goa,Rice,Kharif     ,2227.9,27.19,7.47,81.84,50.15,55.04,2.41
Goa,Sugarcane,Whole Year ,2227.9,27.19,7.13,74.17,51.46,58.46,55.455
Goa,Rice,Kharif     ,2690.89,27.27,7.24,73.89,51.29,54.2,2.32
Goa,Sugarcane,Whole Year ,2690.89,27.27,6.52,75.89,41.41,50.55,57.615
Mizoram,Maize,Kharif     ,1879.55,23.08,5.58,79.49,47.57,48.03,2.0175
Mizoram,Maize,Rabi       ,1879.55,23.08,6.38,88.91,49.96,55.96,1.74
Mizoram,Potato,Kharif     ,1879.55,23.08,5.91,83.74,46.91,57.12,4.74
Mizoram,Potato,Rabi       ,1879.55,23.08,7.25,69.61,45.14,50.16,4.38
Mizoram,Rice,Kharif     ,1879.55,23.08,7.24,84.08,46.88,62.39,1.5225
Mizoram,Rice,Rabi       ,1879.55,23.08,6.96,65.45,52.3,53.17,4.39
Mizoram,Sugarcane,Whole Year ,1879.55,23.08,5.93,89.64,51.08,49.88,6.2975
Mizoram,Wheat,Rabi       ,1879.55,23.08,6.52,76.98,41.49,58.97,1.09
Mizoram,Maize,Kharif     ,1417.61,23.61,6.26,70.87,53.93,61.6,1.7675
Mizoram,Maize,Rabi       ,1417.61,23.61,5.76,73.12,44.79,51.23,1.15
Mizoram,Potato,Whole Year ,1417.61,23.61,6.87,67.36,52.28,59.01,6.35
Mizoram,Rice,Kharif     ,1417.61,23.61,7.01,82.24,47.99,62.71,1.655
Mizoram,Sugarcane,Whole Year ,1417.61,23.61,5.72,78.1,44.23,57.17,3.003333333
Mizoram,Wheat,Rabi       ,1417.61,23.61,5.51,73.64,43.0,60.16,0.88
Tripura,Maize,Kharif     ,1694.79,25.82,6.12,70.73,49.07,53.33,0.8025
Tripura,Potato,Whole Year ,1694.79,25.82,5.96,70.43,48.14,50.4,17.855
Tripura,Rice,Kharif     ,1694.79,25.82,7.0,87.47,53.4,57.33,2.075
Tripura,Sugarcane,Whole Year ,1694.79,25.82,5.9,73.01,53.29,60.11,50.7125
Tripura,Wheat,Rabi       ,1694.79,25.82,7.32,87.48,46.86,52.74,2.005
Tripura,Maize,Kharif     ,1995.81,24.84,6.91,88.09,51.66,47.96,1.0
Tripura,Potato,Whole Year ,1995.81,24.84,6.12,78.18,48.27,52.75,17.575
Tripura,Rice,Kharif     ,1995.81,24.84,7.47,76.18,52.36,62.25,2.185
Tripura,Sugarcane,Whole Year ,1995.81,24.84,5.96,77.37,40.73,48.99,52.375
Tripura,Wheat,Rabi       ,1995.81,24.84,6.23,72.48,52.72,59.18,2.095
Tripura,Maize,Kharif     ,2076.34,25.06,6.22,70.69,41.68,51.18,0.99
Tripura,Potato,Whole Year ,2076.34,25.06,6.17,80.55,42.19,57.7,19.0
Tripura,Rice,Kharif     ,2076.34,25.06,6.87,80.27,46.28,60.03,2.28
Tripura,Sugarcane,Whole Year ,2076.34,25.06,5.79,75.05,53.8,50.34,51.9975
Tripura,Wheat,Rabi       ,2076.34,25.06,5.71,83.47,53.54,49.63,2.015
Tripura,Maize,Kharif     ,1992.18,25.18,5.76,70.26,52.6,53.65,0.9525
Tripura,Potato,Whole Year ,1992.18,25.18,7.18,78.56,44.11,51.58,18.61
Tripura,Rice,Kharif     ,1992.18,25.18,6.71,69.76,48.86,47.94,2.255
Tripura,Sugarcane,Whole Year ,1992.18,25.18,7.33,87.08,44.25,47.18,49.5125
Tripura,Wheat,Rabi       ,1992.18,25.18,6.86,76.7,43.21,58.28,2.0025
Tripura,Maize,Kharif     ,1818.04,25.03,7.09,75.46,41.94,48.2,0.9575
Tripura,Potato,Whole Year ,1818.04,25.03,5.55,70.34,48.04,51.8,15.6275
Tripura,Rice,Kharif     ,1818.04,25.03,7.08,74.85,51.11,52.35,2.31
Tripura,Sugarcane,Whole Year ,1818.04,25.03,7.16,84.6,53.32,48.69,41.27
Tripura,Wheat,Rabi       ,1818.04,25.03,7.04,82.63,49.04,52.16,2.0275
Mizoram,Maize,Kharif     ,1595.77,22.96,5.8,83.31,47.94,55.08,2.14125
Mizoram,Maize,Rabi       ,1595.77,22.96,6.26,70.06,48.34,50.68,2.61
Mizoram,Rice,Kharif     ,1595.77,22.96,7.1,69.49,50.84,61.37,1.9225
Mizoram,Wheat,Rabi       ,1595.77,22.96,5.77,82.92,52.38,50.43,1.33
Mizoram,Maize,Kharif     ,1492.09,23.4,6.43,81.88,48.16,50.36,1.885
Mizoram,Maize,Rabi       ,1492.09,23.4,6.46,74.57,44.52,56.5,2.106666667
Mizoram,Potato,Kharif     ,1492.09,23.4,7.07,86.06,49.24,54.49,3.26
Mizoram,Rice,Kharif     ,1492.09,23.4,6.64,84.72,48.76,49.8,0.4525
Mizoram,Rice,Rabi       ,1492.09,23.4,6.42,74.6,50.35,49.32,1.58
Mizoram,Sugarcane,Whole Year ,1492.09,23.4,5.55,70.56,48.83,59.83,7.32625
Mizoram,Maize,Kharif     ,2380.67,22.51,5.71,69.03,49.89,61.14,0.12375
Mizoram,Maize,Rabi       ,2380.67,22.51,6.42,87.66,49.54,62.95,1.22
Mizoram,Potato,Kharif     ,2380.67,22.51,6.33,79.33,51.82,46.83,2.625
Mizoram,Rice,Kharif     ,2380.67,22.51,5.87,74.97,49.67,51.48,0.2625
